,NAME_PY,NAME_CH,NAME_FT,PRES_LOC,BEG_CHG_TY,END_CHG_TY,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,END_YR,BOU_NOTE_ID,PT_NOTE_ID,BOU_ID,PT_ID,X_COOR,Y_COOR,BOU_ID_IN_GISINFO_SYS_ID,PT_ID_IN_GISINFO_SYS_ID,ISSUE?,BOU_ID_EQUALS_PT_ID
6270,Bin Zhou,宾州,賓州,今广西宾阳县北新宾镇,新建,辖区扩大,Zhou,州,3,973,989,0,93548,0,35298,108.82837,23.24382,0,0,1,0
6271,Bin Zhou,宾州,賓州,今广西宾阳县北新宾镇,辖区扩大,辖区扩大,Zhou,州,3,990,1019,0,93549,0,35299,108.82837,23.24382,0,0,1,0
6272,Bin Zhou,宾州,賓州,今广西宾阳县北新宾镇,辖区扩大,更名,Zhou,州,3,1020,1278,0,93550,0,35300,108.82837,23.24382,0,0,1,0
6273,Yu Zhou,郁州,鬱州,今广西玉林市西北蒲塘镇,新建,更名,Zhou,州,3,665,665,0,93551,0,35301,109.96424,22.91099,0,0,1,0
6274,Yulin Zhou,郁林州,郁林州,今广西玉林市西北蒲塘镇,更名,辖区缩小,Zhou,州,3,666,681,0,93552,0,35302,109.96424,22.91099,0,0,1,0
6275,Yulin Zhou,郁林州,郁林州,今广西玉林市西北蒲塘镇,辖区缩小,更名,Zhou,州,3,682,741,0,93553,0,35303,109.96424,22.91099,0,0,1,0
6276,Yulin Jun,郁林郡,郁林郡,今广西玉林市西北蒲塘镇,更名,更名,Jun,郡,3,742,757,0,93554,0,35304,109.96424,22.91099,0,0,1,0
6277,Yulin Zhou,郁林州,郁林州,今广西玉林市西北蒲塘镇,更名,治所迁移,Zhou,州,3,758,780,0,93555,0,35305,109.96424,22.91099,0,0,1,0
6278,Yulin Zhou,郁林州,郁林州,今广西贵港市东南桥圩镇,治所迁移,治所迁移,Zhou,州,3,781,971,0,93556,0,35306,109.75736,22.9507,0,0,1,0
6279,Yulin Zhou,郁林州,郁林州,今广西玉林市西北旧县村,治所迁移,辖区扩大,Zhou,州,3,972,973,0,93557,0,35307,109.85366,22.73654,0,0,1,0
6280,Yulin Zhou,郁林州,郁林州,今广西玉林市西北旧县村,辖区扩大,治所迁移,Zhou,州,3,974,995,0,93558,0,35308,109.85366,22.73654,0,0,1,0
6281,Yulin Zhou,郁林州,郁林州,今广西玉林市,治所迁移,辖区扩大,Zhou,州,3,996,1110,0,93559,0,35309,110.14588,22.6321,0,0,1,0
6282,Yulin Zhou,郁林州,郁林州,今广西玉林市,辖区扩大,辖区缩小,Zhou,州,3,1111,1112,0,93560,0,35310,110.14588,22.6321,0,0,1,0
6283,Yulin Zhou,郁林州,郁林州,今广西玉林市,辖区缩小,辖区扩大,Zhou,州,3,1113,1135,0,93561,0,35311,110.14588,22.6321,0,0,1,0
6284,Yulin Zhou,郁林州,郁林州,今广西玉林市,辖区扩大,撤销,Zhou,州,3,1136,1368,0,93562,0,35312,110.14588,22.6321,0,0,1,0
6285,Jian Zhou,简州,簡州,今广西横县郁江南岸,新建,更名,Zhou,州,3,621,622,0,93563,0,35313,109.2594,22.6792,0,0,1,0
6286,Nanjian Zhou,南简州,南簡州,今广西横县郁江南岸,更名,更名,Zhou,州,3,623,633,0,93564,0,35314,109.2594,22.6792,0,0,1,0
6287,Heng Zhou,横州,橫州,今广西横县郁江南岸,更名,更名,Zhou,州,3,634,741,0,93565,0,35315,109.2594,22.6792,0,0,1,0
6288,Ningpu Jun,宁浦郡,寧浦郡,今广西横县郁江南岸,更名,治所迁移,Jun,郡,3,742,755,0,93566,0,35316,109.2594,22.6792,0,0,1,0
6289,Ningpu Jun,宁浦郡,寧浦郡,今广西横县,治所迁移,更名,Jun,郡,3,756,757,0,93567,0,35317,109.26704,22.69296,0,0,1,0
6290,Heng Zhou,横州,橫州,今广西横县,更名,辖区扩大,Zhou,州,3,758,972,0,93568,0,35318,109.26704,22.69296,0,0,1,0
6291,Heng Zhou,横州,橫州,今广西横县,辖区扩大,更名,Zhou,州,3,973,1278,0,93569,0,35319,109.26704,22.69296,0,0,1,0
6292,Chun Zhou,淳州,淳州,今广西横县峦城镇郁江北岸,新建,更名,Zhou,州,3,621,741,0,93570,0,35320,108.91095,22.82211,0,0,1,0
6293,Yongding Jun,永定郡,永定郡,今广西横县峦城镇郁江北岸,更名,更名,Jun,郡,3,742,757,0,93571,0,35321,108.91095,22.82211,0,0,1,0
6294,Chun Zhou,淳州,淳州,今广西横县峦城镇郁江北岸,更名,更名,Zhou,州,3,758,804,0,93572,0,35322,108.91095,22.82211,0,0,1,0
6295,Luan Zhou,峦州,巒州,今广西横县峦城镇郁江北岸,更名,撤销,Zhou,州,3,805,972,0,93573,0,35323,108.91095,22.82211,0,0,1,0
6296,Nan Fang Zhou,南方州,南方州,今广西上林县,新建,辖区缩小,Zhou,州,3,621,630,0,93574,0,35324,108.59114,23.44216,0,0,1,0
6297,Nan Fang Zhou,南方州,南方州,今广西上林县,辖区缩小,更名,Zhou,州,3,631,633,0,93575,0,35325,108.59114,23.44216,0,0,1,0
6298,Cheng Zhou,澄州,澄州,今广西上林县,更名,更名,Zhou,州,3,634,741,0,93576,0,35326,108.59114,23.44216,0,0,1,0
6299,Heshui Jun,贺水郡,賀水郡,今广西上林县,更名,更名,Jun,郡,3,742,757,0,93577,0,35327,108.59114,23.44216,0,0,1,0
6300,Cheng Zhou,澄州,澄州,今广西上林县,更名,撤销,Zhou,州,3,758,971,0,93578,0,35328,108.59114,23.44216,0,0,1,0
6301,Cheng Zhou,澄州,澄州,今广西上林县,新建,撤销,Zhou,州,3,973,989,0,93579,0,35329,108.59114,23.44216,0,0,1,0
6302,Rong Zhou,融州,融州,今广西融水县,新建,更名,Zhou,州,3,621,741,0,93580,0,35330,109.24854,25.06544,0,0,1,0
6303,Rongshui Jun,融水郡,融水郡,今广西融水县,更名,更名,Jun,郡,3,742,757,0,93581,0,35331,109.24854,25.06544,0,0,1,0
6304,Rong Zhou,融州,融州,今广西融水县,更名,辖区缩小,Zhou,州,3,758,1104,0,93582,0,35332,109.24854,25.06544,0,0,1,0
6305,Rong Zhou,融州,融州,今广西融水县,辖区缩小,辖区扩大,Zhou,州,3,1105,1106,0,93583,0,35333,109.24854,25.06544,0,0,1,0
6306,Rong Zhou,融州,融州,今广西融水县,辖区扩大,辖区缩小,Zhou,州,3,1107,1125,0,93584,0,35334,109.24854,25.06544,0,0,1,0
6307,Rong Zhou,融州,融州,今广西融水县,辖区缩小,辖区扩大,Zhou,州,3,1126,1133,0,93585,0,35335,109.24854,25.06544,0,0,1,0
6308,Rong Zhou,融州,融州,今广西融水县,辖区扩大,更名,Zhou,州,3,1134,1278,0,93586,0,35336,109.24854,25.06544,0,0,1,0
6309,Ping Zhou,平州,平州,今广西三江县西南老堡乡,新建,撤销,Zhou,州,3,1105,1133,0,93587,0,35337,109.47186,25.66099,0,0,1,0
6310,Longzhou,龙州,龍州,今广西柳城县南龙江北岸涂家村,新建,撤销,zhou,州,3,621,632,0,93588,0,35338,109.24445,24.53246,0,0,1,0
6311,Yan Zhou,严州,嚴州,今广西来宾县东南旧来宾,新建,更名,Zhou,州,3,667,741,0,93589,0,35339,109.27638,23.68131,0,0,1,0
6312,Xunde Jun,循德郡,循德郡,今广西来宾县东南旧来宾,更名,更名,Jun,郡,3,742,757,0,93590,0,35340,109.27638,23.68131,0,0,1,0
6313,Yan Zhou,严州,嚴州,今广西来宾县东南旧来宾,更名,撤销,Zhou,州,3,758,973,0,93591,0,35341,109.27638,23.68131,0,0,1,0
6314,Nankun Zhou,南昆州,南昆州,今广西柳州市,新建,辖区缩小,Zhou,州,3,621,629,0,93592,0,35342,109.4044,24.30999,0,0,1,0
6315,Nankun Zhou,南昆州,南昆州,今广西柳州市,辖区缩小,辖区扩大,Zhou,州,3,630,632,0,93593,0,35343,109.4044,24.30999,0,0,1,0
6316,Nankun Zhou,南昆州,南昆州,今广西柳州市,辖区扩大,更名,Zhou,州,3,633,633,0,93594,0,35344,109.4044,24.30999,0,0,1,0
6317,Liu Zhou,柳州,柳州,今广西柳州市,更名,辖区缩小,Zhou,州,3,634,666,0,93595,0,35345,109.4044,24.30999,0,0,1,0
6318,Liu Zhou,柳州,柳州,今广西柳州市,辖区缩小,辖区扩大,Zhou,州,3,667,667,0,93596,0,35346,109.4044,24.30999,0,0,1,0
6319,Liu Zhou,柳州,柳州,今广西柳州市,辖区扩大,更名,Zhou,州,3,668,741,0,93597,0,35347,109.4044,24.30999,0,0,1,0
6320,Longcheng Jun,龙城郡,龍城郡,今广西柳州市,更名,更名,Jun,郡,3,742,757,0,93598,0,35348,109.4044,24.30999,0,0,1,0
6321,Liu Zhou,柳州,柳州,今广西柳州市,更名,辖区缩小,Zhou,州,3,758,989,0,93599,0,35349,109.4044,24.30999,0,0,1,0
6322,Liu Zhou,柳州,柳州,今广西柳州市,辖区缩小,辖区扩大,Zhou,州,3,990,1042,0,93600,0,35350,109.4044,24.30999,0,0,1,0
6323,Liu Zhou,柳州,柳州,今广西柳州市,辖区扩大,治所迁移,Zhou,州,3,1043,1264,0,93601,0,35351,109.4044,24.30999,0,0,1,0
6324,Liu Zhou,柳州,柳州,今广西柳城县柳江北岸旧县村,治所迁移,更名,Zhou,州,3,1265,1278,0,93602,0,35352,109.26009,24.58617,0,0,1,0
6325,Yue Zhou,粤州,粵州,今广西宜山县,新建,辖区缩小,Zhou,州,3,630,637,0,93603,0,35353,108.65588,24.49073,0,0,1,0
6326,Yue Zhou,粤州,粵州,今广西宜山县,辖区缩小,更名,Zhou,州,3,638,741,0,93604,0,35354,108.65588,24.49073,0,0,1,0
6327,Longshui Jun,龙水郡,龍水郡,今广西宜山县,更名,更名,Jun,郡,3,742,757,0,93605,0,35355,108.65588,24.49073,0,0,1,0
6328,Yi Zhou,宜州,宜州,今广西宜山县,更名,辖区扩大,Zhou,州,3,758,970,0,93606,0,35356,108.65588,24.49073,0,0,1,0
6329,Yi Zhou,宜州,宜州,今广西宜山县,辖区扩大,辖区扩大,Zhou,州,3,971,989,0,93607,0,35357,108.65588,24.49073,0,0,1,0
6330,Yi Zhou,宜州,宜州,今广西宜山县,辖区扩大,辖区缩小,Zhou,州,3,990,1042,0,93608,0,35358,108.65588,24.49073,0,0,1,0
6331,Yi Zhou,宜州,宜州,今广西宜山县,辖区缩小,辖区缩小,Zhou,州,3,1043,1105,0,93609,0,35359,108.65588,24.49073,0,0,1,0
6332,Yi Zhou,宜州,宜州,今广西宜山县,辖区缩小,辖区缩小,Zhou,州,3,1106,1106,0,93610,0,35360,108.65588,24.49073,0,0,1,0
6333,Yi Zhou,宜州,宜州,今广西宜山县,辖区缩小,辖区扩大,Zhou,州,3,1107,1109,0,93611,0,35361,108.65588,24.49073,0,0,1,0
6334,Yi Zhou,宜州,宜州,今广西宜山县,辖区扩大,辖区扩大,Zhou,州,3,1110,1125,0,93612,0,35362,108.65588,24.49073,0,0,1,0
6335,Yi Zhou,宜州,宜州,今广西宜山县,辖区扩大,辖区扩大,Zhou,州,3,1126,1133,0,93613,0,35363,108.65588,24.49073,0,0,1,0
6336,Yi Zhou,宜州,宜州,今广西宜山县,辖区扩大,更名,Zhou,州,3,1134,1264,0,93614,0,35364,108.65588,24.49073,0,0,1,0
6337,Qingyuan Fu,庆远府,慶遠府,今广西宜山县,更名,更名,Fu,府,3,1265,1278,0,93615,0,35365,108.65588,24.49073,0,0,1,0
6338,Zhi Zhou,芝州,芝州,今广西忻城县,新建,更名,Zhou,州,3,638,741,0,93616,0,35366,108.66047,24.06404,0,0,1,0
6339,Xincheng Jun,忻城郡,忻城郡,今广西忻城县,更名,更名,Jun,郡,3,742,757,0,93617,0,35367,108.66047,24.06404,0,0,1,0
6340,Zhi Zhou,芝州,芝州,今广西忻城县,更名,撤销,Zhou,州,3,758,970,0,93618,0,35368,108.66047,24.06404,0,0,1,0
6341,Huan Zhou,环州,環州,今广西环江县西地理村,新建,更名,Zhou,州,3,638,741,0,93619,0,35369,108.23782,24.83764,0,0,1,0
6342,Zhengping Jun,正平郡,正平郡,今广西环江县西地理村,更名,更名,Jun,郡,3,742,757,0,93620,0,35370,108.23782,24.83764,0,0,1,0
6343,Huan Zhou,环州,環州,今广西环江县西地理村,更名,撤销,Zhou,州,3,758,970,0,93621,0,35371,108.23782,24.83764,0,0,1,0
6344,Guan Zhou,观州,觀州,今广西南丹县,新建,治所迁移,Zhou,州,3,1107,1109,0,93622,0,35372,107.53483,24.98359,0,0,1,0
6345,Guan Zhou,观州,觀州,今广西南丹县东南新州村,治所迁移,撤销,Zhou,州,3,1110,1133,0,93623,0,35373,107.58472,24.83456,0,0,1,0
6346,Ting Zhou,庭州,庭州,今广西河池市西河池镇,新建,撤销,Zhou,州,3,1107,1109,0,93624,0,35374,107.84444,24.70318,0,0,1,0
6347,Xi Zhou,溪州,溪州,今广西环江县北江口乡,新建,撤销,Zhou,州,3,1107,1109,0,93625,0,35375,108.21412,25.0261,0,0,1,0
6348,Di Zhou,地州,地州,今广西南丹县西南那地村,新建,撤销,Zhou,州,3,1106,1278,0,93626,0,35376,107.39759,24.81816,0,0,1,0
6349,Na Zhou,那州,那州,今广西东兰县东北那州墟,新建,撤销,Zhou,州,3,1106,1278,0,93627,0,35377,107.43716,24.5715,0,0,1,0
6350,Nanjin Zhou,南晋州,南晉州,今广西南宁市,新建,更名,Zhou,州,3,621,631,0,93628,0,35378,108.31207,22.80614,0,0,1,0
6351,Yong Zhou,邕州,邕州,今广西南宁市,更名,辖区缩小,Zhou,州,3,632,637,0,93629,0,35379,108.31207,22.80614,0,0,1,0
6352,Yong Zhou,邕州,邕州,今广西南宁市,辖区缩小,辖区扩大,Zhou,州,3,638,707,0,93630,0,35380,108.31207,22.80614,0,0,1,0
6353,Yong Zhou,邕州,邕州,今广西南宁市,辖区扩大,治所迁移且辖区扩大,Zhou,州,3,708,710,0,93631,0,35381,108.31207,22.80614,0,0,1,0
6354,Yong Zhou,邕州,邕州,今广西南宁市邕江南岸,治所迁移且辖区扩大,辖区缩小,Zhou,州,3,711,726,0,93632,0,35382,108.31185,22.79288,0,0,1,0
6355,Yong Zhou,邕州,邕州,今广西南宁市邕江南岸,辖区缩小,更名,Zhou,州,3,727,741,0,93633,0,35383,108.31185,22.79288,0,0,1,0
6356,Langning Jun,朗宁郡,朗寧郡,今广西南宁市邕江南岸,更名,更名,Jun,郡,3,742,757,0,93634,0,35384,108.31185,22.79288,0,0,1,0
6357,Yong Zhou,邕州,邕州,今广西南宁市邕江南岸,更名,辖区扩大,Zhou,州,3,758,804,0,93635,0,35385,108.31185,22.79288,0,0,1,0
6358,Yong Zhou,邕州,邕州,今广西南宁市邕江南岸,辖区扩大,更名,Zhou,州,3,805,941,0,93636,0,35386,108.31185,22.79288,0,0,1,0
6359,Cheng Zhou,诚州,誠州,今广西南宁市邕江南岸,更名,更名,Zhou,州,3,942,942,0,93637,0,35387,108.31185,22.79288,0,0,1,0
6360,Yong Zhou,邕州,邕州,今广西南宁市邕江南岸,更名,治所迁移且辖区扩大,Zhou,州,3,943,1048,0,93638,0,35388,108.31185,22.79288,0,0,1,0
6361,Yong Zhou,邕州,邕州,今广西南宁市,治所迁移且辖区扩大,更名,Zhou,州,3,1049,1278,0,93639,0,35389,108.31207,22.80614,0,0,1,0
6362,Long Zhou,笼州,籠州,今广西扶绥县,新建,更名,Zhou,州,3,638,741,0,93640,0,35390,107.90538,22.64334,0,0,1,0
6363,Funan Jun,扶南郡,扶南郡,今广西扶绥县,更名,更名,Jun,郡,3,742,757,0,93641,0,35391,107.90538,22.64334,0,0,1,0
6364,Long Zhou,笼州,籠州,今广西扶绥县,更名,撤销,Zhou,州,3,758,804,0,93642,0,35392,107.90538,22.64334,0,0,1,0
6365,Rang Zhou,瀼州,瀼州,今广西上思县西南平福乡,新建,更名,Zhou,州,3,638,741,0,93643,0,35393,107.71925,22.01563,0,0,1,0
6366,Lintan Jun,临潭郡,臨潭郡,今广西上思县西南平福乡,更名,更名,Jun,郡,3,742,757,0,93644,0,35394,107.71925,22.01563,0,0,1,0
6367,Rang Zhou,瀼州,瀼州,今广西上思县西南平福乡,更名,撤销,Zhou,州,3,758,804,0,93645,0,35395,107.71925,22.01563,0,0,1,0
6368,Tian Zhou,田州,田州,今广西田阳县东南旧州,新建,更名,Zhou,州,3,727,741,0,93646,0,35396,106.94929,23.65369,0,0,1,0
6369,Hengshan Jun,横山郡,橫山郡,今广西田阳县东南旧州,更名,更名,Jun,郡,3,742,757,0,93647,0,35397,106.94929,23.65369,0,0,1,0
6370,Tian Zhou,田州,田州,今广西田阳县东南旧州,更名,撤销,Zhou,州,3,758,804,0,93648,0,35398,106.94929,23.65369,0,0,1,0
6371,Jingjiang Lu,靖江路,靖江路,今广西桂林市,更名,更名,Lu,路,3,1278,1367,0,93649,0,35399,110.28626,25.28006,0,0,1,0
6372,Yongzhou Lu,邕州路,邕州路,今广西南宁市,更名,辖区缩小,Lu,路,3,1279,1286,0,93650,0,35400,108.31207,22.80614,0,0,1,0
6373,Yongzhou Lu,邕州路,邕州路,今广西南宁市,辖区缩小,辖区缩小,Lu,路,3,1287,1291,0,93651,0,35401,108.31207,22.80614,0,0,1,0
6374,Yongzhou Lu,邕州路,邕州路,今广西南宁市,辖区缩小,辖区缩小,Lu,路,3,1292,1300,0,93652,0,35402,108.31207,22.80614,0,0,1,0
6375,Yongzhou Lu,邕州路,邕州路,今广西南宁市,辖区缩小,更名,Lu,路,3,1301,1323,0,93653,0,35403,108.31207,22.80614,0,0,1,0
6380,Qingyuan Lu,庆远路,慶遠路,今广西宜山县,更名,辖区缩小,Lu,路,3,1279,1293,0,93658,0,35408,108.65588,24.49073,0,0,1,0
6381,Qingyuan Lu,庆远路,慶遠路,今广西宜山县,辖区缩小,更名且辖区扩大,Lu,路,3,1294,1296,0,93659,0,35409,108.65588,24.49073,0,0,1,0
6382,Qingyuannandan Junminanfusi,庆远南丹军民安抚司,慶遠南丹軍民安撫司,今广西宜山县,更名且辖区扩大,更名,Junminanfusi,军民安抚司,3,1297,1367,0,93660,0,35410,108.65588,24.49073,0,0,1,0
6383,Nandan Zhou,南丹州,南丹州,今广西南丹县,新建,撤销,Zhou,州,3,1294,1296,0,93661,0,35411,107.53483,24.98359,0,0,1,0
6384,Pingle Fu,平乐府,平樂府,今广西平乐县,更名,辖区扩大,Fu,府,3,1301,1368,0,93662,0,35412,110.6465,24.63573,0,0,1,0
6395,He Zhou,贺州,賀州,今广西贺县（八步镇）东南贺街镇,辖区扩大,撤销,Zhou,州,3,1278,1368,0,93673,0,35423,111.65885,24.33682,0,0,1,0
6402,Longzhou,龙州,龍州,今广西龙州县,新建,撤销,zhou,州,3,1301,1368,0,93680,0,35430,106.85036,22.35167,0,0,1,0
6404,Qianlong Zhai,迁龙寨,遷龍寨,今广西宁明县东迁隆村,新建,撤销,Zhai,寨,3,1276,1268,0,93682,0,35432,107.64697,22.12425,0,0,1,0
6405,Guwan Zhai,古万寨,古萬寨,今广西扶绥县北新湾村,新建,撤销,Zhai,寨,3,1276,1286,0,93683,0,35433,107.91353,22.69108,0,0,1,0
6406,Yongping Zhai,永平寨,永平寨,今越南禄平,新建,撤销,Zhai,寨,3,1276,1286,0,93684,0,35434,106.92403,21.81248,0,0,1,0
6407,Taipingzhai,太平寨,太平寨,今广西崇左县,新建,撤销,Zhai,寨,3,1276,1291,0,93685,0,35435,107.35506,22.4202,0,0,1,0
6408,Hengshan Zhai,横山寨,橫山寨,今广西田东县,新建,撤销,Zhai,寨,3,1276,1291,0,93686,0,35436,107.11416,23.60563,0,0,1,0
6410,Jingjiang Fu,靖江府,靖江府,今广西桂林市,更名,更名,Fu,府,3,1368,1371,0,93688,0,35438,110.28626,25.28006,0,0,1,0
6411,Guilin Fu,桂林府,桂林府,今广西桂林市,更名,辖区扩大,Fu,府,3,1372,1384,0,93689,0,35439,110.28626,25.28006,0,0,1,0
6412,Guilin Fu,桂林府,桂林府,今广西桂林市,辖区扩大,辖区扩大,Fu,府,3,1385,1393,0,93690,0,35440,110.28626,25.28006,0,0,1,0
6413,Guilin Fu,桂林府,桂林府,今广西桂林市,辖区扩大,辖区缩小,Fu,府,3,1394,1490,0,93691,0,35441,110.28626,25.28006,0,0,1,0
6414,Guilin Fu,桂林府,桂林府,今广西桂林市,辖区缩小,辖区扩大,Fu,府,3,1491,1905,0,93692,0,35442,110.28626,25.28006,0,0,1,0
6415,Guilin Fu,桂林府,桂林府,今广西桂林市,辖区扩大,数据下限,Fu,府,3,1906,1911,0,93693,0,35443,110.28626,25.28006,0,0,1,0
6416,Pingle Fu,平乐府,平樂府,今广西平乐县,更名,辖区扩大,Fu,府,3,1301,1368,0,93694,0,35444,110.6465,24.63573,0,0,1,0
6417,Pingle Fu,平乐府,平樂府,今广西平乐县,辖区扩大,辖区变化,Fu,府,3,1369,1376,0,93695,0,35445,110.6465,24.63573,0,0,1,0
6418,Pingle Fu,平乐府,平樂府,今广西平乐县,辖区变化,辖区缩小,Fu,府,3,1377,1384,0,93696,0,35446,110.6465,24.63573,0,0,1,0
6419,Pingle Fu,平乐府,平樂府,今广西平乐县,辖区缩小,辖区扩大,Fu,府,3,1385,1490,0,93697,0,35447,110.6465,24.63573,0,0,1,0
6420,Pingle Fu,平乐府,平樂府,今广西平乐县,辖区扩大,数据下限,Fu,府,3,1491,1911,0,93698,0,35448,110.6465,24.63573,0,0,1,0
6421,Wuzhou Fu,梧州府,梧州府,今广西梧州市,更名,辖区扩大,Fu,府,3,1368,1368,0,93699,0,35449,111.30857,23.4869,0,0,1,0
6422,Wuzhou Fu,梧州府,梧州府,今广西梧州市,辖区扩大,辖区扩大,Fu,府,3,1369,1376,0,93700,0,35450,111.30857,23.4869,0,0,1,0
6423,Wuzhou Fu,梧州府,梧州府,今广西梧州市,辖区扩大,辖区缩小,Fu,府,3,1377,1724,0,93701,0,35451,111.30857,23.4869,0,0,1,0
6424,Wuzhou Fu,梧州府,梧州府,今广西梧州市,辖区缩小,数据下限,Fu,府,3,1725,1911,0,93702,0,35452,111.30857,23.4869,0,0,1,0
6425,Yulin Zhilizhou,郁林直隶州,郁林直隸州,今广西玉林市,新建,数据下限,Zhilizhou,直隶州,3,1725,1911,0,93703,0,35453,110.14588,22.6321,0,0,1,0
6426,Xunzhou Fu,浔州府,潯州府,今广西桂平县,更名,辖区扩大,Fu,府,3,1368,1368,0,93704,0,35454,110.07166,23.39457,0,0,1,0
6427,Xunzhou Fu,浔州府,潯州府,今广西桂平县,辖区扩大,辖区缩小,Fu,府,3,1369,1376,0,93705,0,35455,110.07166,23.39457,0,0,1,0
6428,Xunzhou Fu,浔州府,潯州府,今广西桂平县,辖区缩小,辖区扩大,Fu,府,3,1377,1729,0,93706,0,35456,110.07166,23.39457,0,0,1,0
6429,Xunzhou Fu,浔州府,潯州府,今广西桂平县,辖区扩大,数据下限,Fu,府,3,1730,1911,0,93707,0,35457,110.07166,23.39457,0,0,1,0
6430,Bin Zhou,宾州,賓州,今广西宾阳县东北新宾镇,新建,辖区缩小,Zhou,州,3,1725,1729,0,93708,0,35458,108.82837,23.24382,0,0,1,0
6431,Bin Zhou,宾州,賓州,今广西宾阳县东北新宾镇,辖区缩小,撤销,Zhou,州,3,1730,1733,0,93709,0,35459,108.82837,23.24382,0,0,1,0
6432,Liuzhou Fu,柳州府,柳州府,今广西柳州市,更名,辖区扩大,Fu,府,3,1368,1368,0,93710,0,35460,109.4044,24.30999,0,0,1,0
6433,Liuzhou Fu,柳州府,柳州府,今广西柳州市,辖区扩大,辖区缩小,Fu,府,3,1369,1724,0,93711,0,35461,109.4044,24.30999,0,0,1,0
6434,Liuzhou Fu,柳州府,柳州府,今广西柳州市,辖区缩小,辖区扩大,Fu,府,3,1725,1733,0,93712,0,35462,109.4044,24.30999,0,0,1,0
6435,Liuzhou Fu,柳州府,柳州府,今广西柳州市,辖区扩大,数据下限,Fu,府,3,1734,1911,0,93713,0,35463,109.4044,24.30999,0,0,1,0
6438,Qingyuan Fu,庆远府,慶遠府,今广西宜山县,更名,辖区扩大,Fu,府,3,1370,1391,0,93716,0,35466,108.65588,24.49073,0,0,1,0
6439,Qingyuan Fu,庆远府,慶遠府,今广西宜山县,辖区扩大,辖区缩小,Fu,府,3,1392,1425,0,93717,0,35467,108.65588,24.49073,0,0,1,0
6440,Qingyuan Fu,庆远府,慶遠府,今广西宜山县,辖区缩小,辖区缩小,Fu,府,3,1426,1731,0,93718,0,35468,108.65588,24.49073,0,0,1,0
6441,Qingyuan Fu,庆远府,慶遠府,今广西宜山县,辖区缩小,数据下限,Fu,府,3,1732,1911,0,93719,0,35469,108.65588,24.49073,0,0,1,0
6442,Sicheng Zhou,泗城州,泗城州,今广西凌云县,新建,辖区缩小,Zhou,州,3,1374,1391,0,93720,0,35470,106.57572,24.34855,0,0,1,0
6443,Sicheng Zhou,泗城州,泗城州,今广西凌云县,辖区缩小,辖区缩小,Zhou,州,3,1392,1402,0,93721,0,35471,106.57572,24.34855,0,0,1,0
6444,Sicheng Zhou,泗城州,泗城州,今广西凌云县,辖区缩小,辖区缩小,Zhou,州,3,1403,1408,0,93722,0,35472,106.57572,24.34855,0,0,1,0
6445,Sicheng Zhou,泗城州,泗城州,今广西凌云县,辖区缩小,辖区扩大,Zhou,州,3,1409,1425,0,93723,0,35473,106.57572,24.34855,0,0,1,0
6446,Sicheng Zhou,泗城州,泗城州,今广西凌云县,辖区扩大,辖区扩大,Zhou,州,3,1426,1522,0,93724,0,35474,106.57572,24.34855,0,0,1,0
6447,Sicheng Zhou,泗城州,泗城州,今广西凌云县,辖区扩大,辖区扩大,Zhou,州,3,1523,1591,0,93725,0,35475,106.57572,24.34855,0,0,1,0
6448,Sicheng Zhou,泗城州,泗城州,今广西凌云县,辖区扩大,辖区缩小,Zhou,州,3,1592,1632,0,93726,0,35476,106.57572,24.34855,0,0,1,0
6449,Sicheng Zhou,泗城州,泗城州,今广西凌云县,辖区缩小,撤销,Zhou,州,3,1633,1657,0,93727,0,35477,106.57572,24.34855,0,0,1,0
6450,Sicheng Fu,泗城府,泗城府,今广西凌云县,新建,辖区扩大,Fu,府,3,1727,1741,0,93728,0,35478,106.57572,24.34855,0,0,1,0
6451,Sicheng Fu,泗城府,泗城府,今广西凌云县,辖区扩大,数据下限,Fu,府,3,1742,1911,0,93729,0,35479,106.57572,24.34855,0,0,1,0
6456,Nan'ning Fu,南宁府,南寧府,今广西南宁市,更名,辖区扩大,Fu,府,3,1368,1376,0,93734,0,35484,108.31207,22.80614,0,0,1,0
6457,Nan'ning Fu,南宁府,南寧府,今广西南宁市,辖区扩大,辖区扩大,Fu,府,3,1377,1504,0,93735,0,35485,108.31207,22.80614,0,0,1,0
6458,Nan'ning Fu,南宁府,南寧府,今广西南宁市,辖区扩大,辖区缩小,Fu,府,3,1505,1527,0,93736,0,35486,108.31207,22.80614,0,0,1,0
6459,Nan'ning Fu,南宁府,南寧府,今广西南宁市,辖区缩小,辖区扩大,Fu,府,3,1528,1529,0,93737,0,35487,108.31207,22.80614,0,0,1,0
6460,Nan'ning Fu,南宁府,南寧府,今广西南宁市,辖区扩大,辖区扩大,Fu,府,3,1530,1563,0,93738,0,35488,108.31207,22.80614,0,0,1,0
6461,Nan'ning Fu,南宁府,南寧府,今广西南宁市,辖区扩大,辖区扩大,Fu,府,3,1564,1574,0,93739,0,35489,108.31207,22.80614,0,0,1,0
6462,Nan'ning Fu,南宁府,南寧府,今广西南宁市,辖区扩大,辖区缩小,Fu,府,3,1575,1576,0,93740,0,35490,108.31207,22.80614,0,0,1,0
